time,x,y,yaw,linear_x,angular_z,min_front_range
1760256575.689473,-1.5339000000181615,-6.615599999318121,1.5700000000000036,0.6,-4.353620064563302e-05,inf
1760256575.7887676,-1.533987250257427,-6.601050521844081,1.5699997001566763,0.6,-6.67179149535846e-05,1.7374589443206787
1760256575.888861,-1.5341667556778629,-6.5710510592590525,1.5699972969803944,0.6,-0.00011292597052601217,1.7374589443206787
1760256575.988843,-1.5343458176837517,-6.541051594463284,1.5699931454650164,0.6,-0.00015774303375537535,1.6833685636520386
1760256576.089381,-1.5345243506373096,-6.511052126915586,1.569987101608782,0.6,-0.0002010005501546619,1.6833685636520386
1760256576.1888237,-1.5347023115981842,-6.481052656330915,1.5699792301971227,0.6,-0.00024276972784262888,1.6217647790908813
1760256576.2890084,-1.5348796593456,-6.451053182451917,1.569969594861241,0.6,-0.0002831209240421906,1.6217647790908813
1760256576.389135,-1.5350563426249453,-6.421053704980221,1.5699582059012376,0.6,-0.00032206337293121394,1.5765470266342163
1760256576.4887645,-1.5352323369283691,-6.391054223758251,1.5699451913588234,0.6,-0.0003597423926662069,1.5765470266342163
1760256576.5890348,-1.5354076048705523,-6.36105473856998,1.5699306044731312,0.6,-0.00039621792895701003,1.5111101865768433
1760256576.6888697,-1.5355821066211843,-6.331055249191613,1.5699144804052885,0.6,-0.00043152946569944287,1.5111101865768433
1760256576.7888124,-1.5357558066578365,-6.30105575542539,1.569896868701403,0.6,-0.00046573342159774713,1.4708662033081055
1760256576.888772,-1.5359286704470552,-6.271056257082472,1.5698778165754328,0.6,-0.000498883955019136,1.4708662033081055
1760256576.9887617,-1.5361006674881381,-6.2410567539983,1.5698573826901814,0.6,-0.0005310489140073261,1.4250047206878662
1760256577.0888371,-1.536271759088082,-6.211057245972426,1.5698355815241005,0.6,-0.0005622455224517209,1.4250047206878662
1760256577.1888297,-1.536441916131748,-6.181057732855096,1.569812467965971,0.6,-0.0005925379824638588,1.3508871793746948
1760256577.288633,-1.5366111046221143,-6.151058214477015,1.5697880679406158,0.6,-0.000621957466791856,1.3508871793746948
1760256577.3886285,-1.536779296833876,-6.1210586907038405,1.5697624314860312,0.6,-0.0006505634030483432,1.306444764137268
1760256577.4886143,-1.5369464630691436,-6.091059161394928,1.5697355931877652,0.6,-0.0006783978242689504,1.306444764137268
1760256577.5888386,-1.5370794223085074,-6.067059533799887,1.5697132011629231,0.6,-0.0007000469291572831,1.2517670392990112
1760256577.688871,-1.5372447075256739,-6.037059994379913,1.5696844623692652,0.6,-0.0007268030469838705,1.2517670392990112
1760256577.7888837,-1.5374089026352857,-6.007060449146595,1.569654653965508,0.6,-0.0007529502277138667,1.21548593044281
1760256577.8888187,-1.5375719678148487,-5.977060897926716,1.5696237428763535,0.6,-0.0007784538966307598,1.21548593044281
1760256577.9888227,-1.5377338781122196,-5.947061340620294,1.5695917666947465,0.6,-0.0008033613606783119,1.163543939590454
1760256578.0887372,-1.5378946023308457,-5.917061777102817,1.5695587298695586,0.6,-0.0008276819169939832,1.163543939590454
1760256578.1888778,-1.5380541163477008,-5.887062207285363,1.569524667950259,0.6,-0.0008514611838787545,1.1413967609405518
1760256578.2889087,-1.538212394386532,-5.85706263107601,1.5694896042087203,0.6,-0.0008747310088935257,1.1413967609405518
1760256578.3890376,-1.5383694088839914,-5.827063048378459,1.569453550784026,0.6,-0.0008975106799021582,1.1471625566482544
1760256578.4887846,-1.5385251347004456,-5.797063459110385,1.5694165289859054,0.6,-0.0009198304506116806,1.1471625566482544
1760256578.5891519,-1.5386795491604996,-5.767063863205528,1.5693785681366004,0.6,-0.0009417303128077093,1.1356801986694336
1760256578.6890433,-1.5388326299931123,-5.737064260602147,1.569339695323926,0.6,-0.0009632481630216462,1.1356801986694336
1760256578.7888107,-1.5389843512485768,-5.707064651226137,1.5692999176433302,0.6,-0.0009843990878575682,1.1273130178451538
1760256578.888692,-1.5391346891193713,-5.677065035017172,1.569259250715228,0.6,-0.0010052084180563138,1.1273130178451538
